runtime,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,solution_cost,min_f_value,root g value,root f value,#adopt bypasses,standard conflicts,rectangle conflicts,corridor conflicts,target conflicts,mutex conflicts,duplicate_conflicts,#merge MDDs,#solve 2 agents,#memoization,runtime of building heuristic graph,runtime of solving MVC,runtime of detecting conflicts,runtime of rectangle conflicts,runtime of corridor conflicts,runtime of mutex conflicts,runtime_duplicate_conflicts,runtime of building MDDs,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,num_of_descendants,preprocessing runtime,solver_name,instance_name
60.002,604,1206,409025,488407,-1,133,37,117,2,591,0,2,0,11,0,0,1763,4,55.8724,0.006968,0.001098,0.011215,0.454747,3.03039,0,0.113013,0.003329,0.270528,0.437631,0.440305,1211,1.6E-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-14.scen:
0.000222,2,3,135,210,31,31,21,28,0,0,0,2,0,0,0,0,2,0,0.000103,5E-06,7E-06,0,2.5E-05,0,6E-06,5E-06,1E-06,2E-06,3.8E-05,4.4E-05,4,1.8E-05,WDG+GR+GC+M+BP+DUP with AStar,input/maze-8-8/maze-8-8-random-15.scen:
0.000203,2,3,135,210,31,31,21,28,0,0,0,2,0,0,0,0,2,0,9.4E-05,5E-06,2E-06,0,2.6E-05,0,0,6E-06,2E-06,3E-06,3.7E-05,4E-05,4,1.5E-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-15.scen:
0.001325,3,7,187,414,33,33,30,33,0,0,0,1,0,2,0,0,5,0,0.001004,2E-06,1E-05,0,6.9E-05,8.2E-05,8E-06,2.6E-05,3E-06,5E-06,6.7E-05,7.7E-05,6,1.6E-05,WDG+GR+GC+M+BP+DUP with AStar,input/maze-8-8/maze-8-8-random-16.scen:
0.001194,3,7,187,414,33,33,30,33,0,0,0,1,0,2,0,0,5,0,0.000901,3E-06,2E-06,0,7.1E-05,8.2E-05,0,2.4E-05,1E-06,6E-06,6.1E-05,6.8E-05,6,1.7E-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-16.scen:
60.0035,6472,18491,8843008,10200608,-1,135,50,108,824,4921,0,1,0,9,2600,0,5758,19182,42.6447,0.007259,0.122916,0.115462,3.59901,7.87105,0.101566,0.12928,0.058798,0.812244,4.33547,4.47995,23720,2.4E-05,WDG+GR+GC+M+BP+DUP with AStar,input/maze-8-8/maze-8-8-random-17.scen:
60.0003,1439,2876,1375477,1577719,-1,136,50,108,110,1423,0,1,0,15,0,0,6055,308,47.2047,0.003767,0.002854,0.05422,1.1396,10.3476,0,0.282711,0.006025,0.202177,0.714076,0.720484,3047,1.4E-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-17.scen:
60.0022,2192,5126,1681426,2019411,-1,105,32,89,69,2014,0,2,0,12,567,0,4478,730,53.3614,0.003788,0.017334,0.028543,0.557625,4.50291,0.012551,0.275841,0.011167,0.309274,0.955194,0.977882,5457,1.6E-05,WDG+GR+GC+M+BP+DUP with AStar,input/maze-8-8/maze-8-8-random-18.scen:
60.0019,882,1763,608230,729277,-1,105,32,89,67,864,0,2,0,16,0,0,2976,74,55.5492,0.002879,0.001685,0.019148,0.32782,3.42627,0,0.151779,0.004009,0.151208,0.382567,0.386445,1862,4.3E-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-18.scen:
0.000169,1,3,96,196,29,29,27,29,0,0,0,1,0,0,0,0,1,0,5.9E-05,1E-06,7E-06,0,1E-05,0,4E-06,6E-06,0,2E-06,2.5E-05,2.8E-05,2,1.8E-05,WDG+GR+GC+M+BP+DUP with AStar,input/maze-8-8/maze-8-8-random-19.scen:
0.000133,1,3,96,196,29,29,27,29,0,0,0,1,0,0,0,0,1,0,5.6E-05,1E-06,1E-06,0,9E-06,0,0,5E-06,0,2E-06,2.4E-05,2.6E-05,2,1.7E-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-19.scen:
60.0003,11504,35409,9521815,11486725,-1,106,43,94,936,7955,0,2,0,11,3027,0,5731,39718,46.7788,0.013757,0.100913,0.079403,2.42018,5.13066,0.068842,0.0942,0.063852,0.816683,4.3815,4.51878,45925,1.8E-05,WDG+GR+GC+M+BP+DUP with AStar,input/maze-8-8/maze-8-8-random-20.scen:
60.0007,2409,4818,1410854,1698212,-1,107,43,94,1,2392,0,2,0,15,0,0,6334,46,54.4361,0.003808,0.003856,0.027375,1.00311,2.84412,0,0.317017,0.014538,0.481645,1.03341,1.0425,4820,1.7E-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-20.scen:
0.002181,3,5,101,189,19,19,10,19,0,0,0,2,0,1,0,0,3,0,0.001929,3E-06,1.4E-05,0,4.2E-05,0.000105,6E-06,1E-05,1E-06,5E-06,4.2E-05,5.2E-05,6,1.8E-05,WDG+GR+GC+M+BP+DUP with AStar,input/maze-8-8/maze-8-8-random-21.scen:
0.001947,3,5,101,189,19,19,10,19,0,0,0,2,0,1,0,0,3,0,0.001728,2E-06,3E-06,0,3.7E-05,9.8E-05,0,1.2E-05,2E-06,5E-06,3.6E-05,4.4E-05,6,1.7E-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-21.scen:
60.0008,10075,20059,1662489,2566192,-1,60,34,55,34,9814,0,45,0,216,11,0,25938,296,53.3502,0.009012,0.034429,0.038263,0.855822,4.09907,0.019625,0.483142,0.023042,0.0297,0.670954,0.723053,20201,1.6E-05,WDG+GR+GC+M+BP+DUP with AStar,input/maze-8-8/maze-8-8-random-22.scen:
60.0003,9823,19555,1620764,2502824,-1,60,34,55,33,9586,0,45,0,192,0,0,25177,287,52.4981,0.009,0.011876,0.046921,0.83194,5.04038,0,0.459131,0.02194,0.026287,0.652358,0.681989,19695,1.7E-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-22.scen:
5.1449,122,238,46147,58996,73,73,20,53,4,104,0,5,0,12,0,0,296,0,4.70778,0.000203,0.000719,0.000765,0.012459,0.391025,0.000538,0.011118,0.000214,0.001319,0.01683,0.017783,250,1.6E-05,WDG+GR+GC+M+BP+DUP with AStar,input/maze-8-8/maze-8-8-random-23.scen:
5.29051,122,238,46147,58996,73,73,20,53,4,104,0,5,0,12,0,0,296,0,4.83013,0.000213,0.000143,0.000653,0.012427,0.414507,0,0.011465,0.000211,0.001387,0.016979,0.017362,250,1.7E-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-23.scen:
0.300396,65,126,16914,22731,71,71,34,53,10,33,0,5,0,27,1,0,224,3,0.208762,0.000729,0.000464,0.000128,0.007089,0.072536,0.00036,0.003228,7.5E-05,0.000232,0.006094,0.006678,141,1.6E-05,WDG+GR+GC+M+BP+DUP with AStar,input/maze-8-8/maze-8-8-random-24.scen:
0.30293,65,126,16998,22822,71,71,34,53,10,33,0,5,0,27,0,0,226,3,0.206618,0.00075,7.7E-05,0.000172,0.007277,0.076604,0,0.003394,6.6E-05,0.000292,0.006517,0.006763,141,2.1E-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-24.scen:
53.05,8710,17414,4303744,5293899,93,93,54,82,1705,8491,0,7,0,212,20,0,28581,773,37.9642,0.013244,0.068664,0.092107,2.46753,8.76213,0.053898,0.943783,0.024336,0.451268,2.03499,2.12158,19500,2.1E-05,WDG+GR+GC+M+BP+DUP with AStar,input/maze-8-8/maze-8-8-random-25.scen:
52.0515,8461,16916,4191151,5157086,93,93,54,82,1648,8243,0,7,0,211,0,0,27774,789,36.9094,0.013236,0.01237,0.097053,2.48824,8.84913,0,0.935131,0.023485,0.47749,2.03918,2.06963,18960,1.7E-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-25.scen:
0.183122,21,42,2950,5337,58,58,32,49,15,17,0,2,0,2,0,0,45,0,0.129577,4.5E-05,0.000108,4.3E-05,0.001262,0.048479,5.7E-05,0.001075,4.8E-05,0.000431,0.001827,0.001975,57,2E-05,WDG+GR+GC+M+BP+DUP with AStar,input/maze-8-8/maze-8-8-random-1.scen:
0.172032,21,42,2950,5337,58,58,32,49,15,17,0,2,0,2,0,0,45,0,0.121762,3.4E-05,3E-05,3.2E-05,0.001154,0.045738,0,0.000999,4.7E-05,0.000424,0.001691,0.001766,57,1.9E-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-1.scen:
60.0003,3354,6699,2515256,2952867,-1,107,43,93,1,3246,0,13,0,95,0,0,4564,130,53.7489,0.004255,0.021738,0.026528,0.755123,3.00279,0.015943,0.559112,0.021536,0.711766,1.61623,1.64344,6710,2.3E-05,WDG+GR+GC+M+BP+DUP with AStar,input/maze-8-8/maze-8-8-random-2.scen:
60.0013,3297,6585,2469722,2900724,-1,107,43,93,1,3189,0,13,0,95,0,0,4494,130,53.7134,0.004308,0.005187,0.027666,0.755628,3.03935,0,0.561986,0.021039,0.725583,1.62914,1.63991,6596,2.3E-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-2.scen:
60.0001,5361,10721,1958641,2567129,-1,96,49,88,31,5342,0,2,0,17,0,0,18387,32,49.8554,0.008909,0.026105,0.04005,0.978022,6.59086,0.015366,0.537357,0.025663,0.414039,1.2352,1.27356,10765,2.3E-05,WDG+GR+GC+M+BP+DUP with AStar,input/maze-8-8/maze-8-8-random-3.scen:
60.0002,5470,10939,1996855,2616986,-1,96,49,88,31,5451,0,2,0,17,0,0,18724,32,49.7546,0.008138,0.009581,0.036932,0.98327,6.68171,0,0.546609,0.025076,0.428998,1.25397,1.2754,10983,1.9E-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-3.scen:
60.0074,3416,6826,2262111,2668804,-1,131,46,128,282,3394,0,7,0,15,1,0,11169,555,51.553,0.0404,0.021915,0.047112,1.13118,5.21585,0.014472,0.385028,0.013678,0.447622,1.29662,1.32643,7318,1.9E-05,WDG+GR+GC+M+BP+DUP with AStar,input/maze-8-8/maze-8-8-random-4.scen:
60.0005,3485,6964,2304751,2718967,-1,131,46,128,286,3463,0,7,0,15,0,0,11370,562,51.4507,0.0396,0.006608,0.05005,1.1321,5.28341,0,0.392005,0.013395,0.47726,1.32755,1.34247,7464,2E-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-4.scen:
60.0002,6263,12526,1807186,2477350,-1,97,42,83,6,6212,0,1,0,50,31,0,11450,1357,52.0511,0.007524,0.058591,0.045781,0.895012,4.8555,0.047082,0.353541,0.024851,0.537188,1.3305,1.40206,12536,2.2E-05,WDG+GR+GC+M+BP+DUP with AStar,input/maze-8-8/maze-8-8-random-5.scen:
60.0001,5785,11570,1691023,2310701,-1,97,42,83,6,5734,0,1,0,50,0,0,10714,1205,52.7026,0.006369,0.009331,0.031714,0.830126,4.48034,0,0.329855,0.020326,0.544877,1.27036,1.29109,11580,2E-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-5.scen:
60.0008,8933,17865,3419367,4353037,-1,98,38,87,1088,8876,0,2,0,55,5,0,21942,253,49.354,0.021557,0.061955,0.050652,1.03408,5.99251,0.042634,0.741938,0.038217,0.457314,1.85967,1.94019,19114,2E-05,WDG+GR+GC+M+BP+DUP with AStar,input/maze-8-8/maze-8-8-random-6.scen:
60.0008,8929,17857,3417938,4351149,-1,98,38,87,1087,8872,0,2,0,55,0,0,21902,253,49.1294,0.022003,0.017678,0.058082,1.04081,6.19781,0,0.741976,0.038731,0.483168,1.87449,1.91139,19105,2.2E-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-6.scen:
8.05434,327,628,159307,195197,149,149,56,132,35,267,0,13,0,46,5,0,1262,40,6.52169,0.037595,0.00428,0.00473,0.296592,0.988512,0.003447,0.035276,0.001154,0.036151,0.099589,0.104752,688,2.1E-05,WDG+GR+GC+M+BP+DUP with AStar,input/maze-8-8/maze-8-8-random-7.scen:
4.83334,254,493,123500,152496,149,149,56,132,18,206,0,9,0,38,0,0,989,19,3.68034,0.038681,0.000577,0.003386,0.201534,0.750891,0,0.027745,0.000935,0.029158,0.078218,0.079454,526,3.3E-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-7.scen:
1.43748,140,274,51173,67173,127,127,35,63,30,116,0,5,0,18,2,0,397,2,1.0455,0.000821,0.001492,0.000916,0.017348,0.304592,0.00115,0.012747,0.000505,0.00591,0.027529,0.029318,310,1.8E-05,WDG+GR+GC+M+BP+DUP with AStar,input/maze-8-8/maze-8-8-random-8.scen:
1.42893,140,274,51173,67173,127,127,35,63,30,116,0,5,0,18,0,0,397,2,1.03803,0.000828,0.000294,0.000916,0.017358,0.304513,0,0.012886,0.000486,0.006234,0.027687,0.028286,310,2.2E-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-8.scen:
60.0018,1513,3024,454180,615592,-1,109,32,84,1,1504,0,2,0,7,0,0,2353,4,56.5851,0.016145,0.008671,0.016398,0.437812,2.09221,0.005991,0.130762,0.008149,0.411976,0.605718,0.617627,3028,2.1E-05,WDG+GR+GC+M+BP+DUP with AStar,input/maze-8-8/maze-8-8-random-9.scen:
60.0008,1463,2924,440069,596269,-1,109,32,84,1,1454,0,2,0,7,0,0,2294,4,56.5538,0.016848,0.002413,0.019549,0.435796,2.1117,0,0.132807,0.008917,0.424072,0.616174,0.622308,2928,2.1E-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-9.scen:
0.307836,101,187,18514,26130,66,66,40,60,2,39,0,16,0,45,0,0,266,2,0.198791,0.001675,0.000476,6.2E-05,0.012476,0.082661,0.000353,0.003189,0.000118,0.000274,0.006604,0.007241,202,2.1E-05,WDG+GR+GC+M+BP+DUP with AStar,input/maze-8-8/maze-8-8-random-10.scen:
0.313271,101,187,18514,26130,66,66,40,60,2,39,0,16,0,45,0,0,266,2,0.198855,0.001787,0.000112,6.8E-05,0.012872,0.087464,0,0.003315,0.000113,0.000267,0.006799,0.007082,202,2.3E-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-10.scen:
3.96123,83,161,49954,61090,109,109,34,87,4,68,0,4,0,10,0,0,249,4,3.5988,0.002468,0.000459,0.000816,0.021919,0.281112,0.000295,0.011509,0.000216,0.020522,0.03969,0.04032,171,2.1E-05,WDG+GR+GC+M+BP+DUP with AStar,input/maze-8-8/maze-8-8-random-11.scen:
3.91555,83,161,49954,61090,109,109,34,87,4,68,0,4,0,10,0,0,249,4,3.55508,0.002447,0.000135,0.00096,0.021657,0.279146,0,0.011502,0.000205,0.021469,0.040255,0.040585,171,1.9E-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-11.scen:
2.6829,2134,4243,252447,390969,57,57,31,43,625,1606,0,24,0,503,10,0,8265,1272,1.72923,0.004523,0.014201,0.007882,0.194051,0.489266,0.010111,0.04066,0.003514,0.005753,0.108507,0.127622,5050,2E-05,WDG+GR+GC+M+BP+DUP with AStar,input/maze-8-8/maze-8-8-random-12.scen:
2.42645,2172,4319,258976,399501,57,57,31,43,628,1644,0,24,0,503,0,0,8382,1414,1.49605,0.004533,0.003409,0.007618,0.190284,0.486017,0,0.038489,0.003348,0.005388,0.107315,0.115522,5134,2E-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-12.scen:
0.026947,7,12,1136,1639,73,73,50,73,0,0,0,3,0,4,0,0,12,0,0.024344,0.000371,3.2E-05,1E-06,0.000419,0.000993,2.5E-05,0.000165,4E-06,0.000112,0.000522,0.000563,14,2.6E-05,WDG+GR+GC+M+BP+DUP with AStar,input/maze-8-8/maze-8-8-random-13.scen:
0.025418,7,12,1136,1639,73,73,50,73,0,0,0,3,0,4,0,0,12,0,0.022864,0.000361,8E-06,1E-06,0.000396,0.001014,0,0.000164,7E-06,0.000126,0.000532,0.000548,14,2E-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-13.scen:
60.0019,714,1383,446276,540079,-1,141,45,125,0,695,0,4,0,15,152,0,2089,59,56.4348,0.010689,0.010607,0.016487,0.543962,2.25596,0.009065,0.113863,0.006338,0.31035,0.50662,0.519094,1428,2.2E-05,WDG+GR+GC+M+BP+DUP with AStar,input/maze-8-8/maze-8-8-random-14.scen:
60.0011,720,1435,473146,561520,-1,141,45,125,0,701,0,4,0,15,0,0,2079,57,56.3041,0.010392,0.001506,0.017302,0.59048,2.31002,0,0.110184,0.006218,0.316034,0.522251,0.525564,1440,2.1E-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-14.scen:
0.018994,5,7,497,719,48,48,22,48,0,0,0,4,0,1,0,0,6,0,0.01787,0.000116,2E-05,0,0.00011,0.000604,1.3E-05,4.4E-05,2E-06,1E-05,0.000169,0.00019,10,2.3E-05,WDG+GR+GC+M+BP+DUP with AStar,input/maze-8-8/maze-8-8-random-15.scen:
0.019988,5,7,497,719,48,48,22,48,0,0,0,4,0,1,0,0,6,0,0.018826,0.000118,5E-06,0,0.00011,0.000639,0,4.9E-05,4E-06,1E-05,0.000169,0.000181,10,2.1E-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-15.scen:
12.3082,19366,38669,1932289,3237633,49,49,33,40,4104,17680,0,5,0,1680,0,0,45609,2099,7.53682,0.015878,0.072332,0.03798,0.483482,2.08435,0.041299,0.358751,0.037203,0.049856,0.833832,0.939311,44037,1.8E-05,WDG+GR+GC+M+BP+DUP with AStar,input/maze-8-8/maze-8-8-random-16.scen:
11.5361,19366,38669,1932289,3237633,49,49,33,40,4104,17680,0,5,0,1680,0,0,45609,2099,6.50823,0.016879,0.025505,0.040265,0.503824,2.36407,0,0.354724,0.035809,0.047941,0.827807,0.887297,44037,2.2E-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-16.scen:
60.0011,722,1450,491425,591699,-1,139,55,114,18,712,0,2,0,7,219,0,2874,69,54.7337,0.005408,0.011306,0.030051,0.796799,3.7833,0.009417,0.119084,0.004795,0.186327,0.391286,0.404934,1476,2.1E-05,WDG+GR+GC+M+BP+DUP with AStar,input/maze-8-8/maze-8-8-random-17.scen:
60.0002,1763,3524,1187707,1409672,-1,139,55,114,15,1754,0,2,0,7,0,0,6245,212,51.8641,0.007518,0.004395,0.055936,1.58537,5.05546,0,0.249604,0.010761,0.282029,0.751312,0.76137,3556,2E-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-17.scen:
60.0012,1307,5872,1567543,1880453,-1,112,35,92,556,65,0,3,0,799,1592,0,3334,2356,51.1386,0.007142,0.022045,0.034221,0.544705,6.95085,0.017899,0.106586,0.010481,0.331775,0.94339,0.971861,6830,2.7E-05,WDG+GR+GC+M+BP+DUP with AStar,input/maze-8-8/maze-8-8-random-18.scen:
60.0063,1224,2446,1061373,1217264,-1,117,35,92,15,724,0,3,0,497,0,0,3425,346,51.7239,0.004214,0.002475,0.026977,0.459097,6.79756,0,0.172737,0.003756,0.319195,0.694506,0.699999,2477,2.1E-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-18.scen:
11.4973,2058,3935,249888,415234,79,79,37,65,183,1863,0,3,0,192,0,0,6670,7,8.76537,0.004551,0.011474,0.010652,0.165874,2.11493,0.008193,0.094365,0.005953,0.051848,0.165028,0.180035,4450,2E-05,WDG+GR+GC+M+BP+DUP with AStar,input/maze-8-8/maze-8-8-random-19.scen:
11.5245,2058,3935,249888,415234,79,79,37,65,183,1863,0,3,0,192,0,0,6670,7,8.73436,0.004714,0.002803,0.011025,0.166336,2.17807,0,0.095,0.005817,0.053541,0.165579,0.171963,4450,2.1E-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-19.scen:
60.0005,984,1968,504796,631161,-1,128,57,124,1,972,0,1,0,11,0,0,3221,180,56.0203,0.006492,0.006589,0.017337,0.528462,2.70078,0.004374,0.108895,0.004355,0.242326,0.445442,0.454386,1970,2E-05,WDG+GR+GC+M+BP+DUP with AStar,input/maze-8-8/maze-8-8-random-20.scen:
60.0007,965,1930,495465,619470,-1,128,57,124,1,953,0,1,0,11,0,0,3169,175,55.9385,0.006436,0.002032,0.021028,0.531499,2.76004,0,0.110489,0.004393,0.257775,0.459757,0.464315,1932,1.9E-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-20.scen:
60.0002,62778,335290,15357342,24795339,-1,65,26,53,3932,21754,0,618,0,4449,937,0,59016,122255,35.369,0.074233,0.719959,0.169278,6.52918,7.24247,0.535516,0.368227,0.341691,0.501311,6.65626,7.6422,418448,2.1E-05,WDG+GR+GC+M+BP+DUP with AStar,input/maze-8-8/maze-8-8-random-21.scen:
60.0003,35094,68330,5666295,8222569,-1,65,26,53,5747,27313,0,1856,0,5925,0,0,82826,30734,42.9189,0.048962,0.049835,0.215629,3.97037,8.06965,0,0.454551,0.071245,0.095328,2.26124,2.38159,77633,2.1E-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-21.scen:
60.0003,9654,19241,1593527,2562508,-1,82,38,75,124,9586,0,27,0,41,0,0,25243,1568,51.6776,0.009611,0.038581,0.047627,0.903185,5.61252,0.020747,0.525218,0.025437,0.029038,0.684652,0.742665,19547,1.7E-05,WDG+GR+GC+M+BP+DUP with AStar,input/maze-8-8/maze-8-8-random-22.scen:
60.0014,9467,18867,1563813,2514328,-1,82,38,75,122,9399,0,27,0,41,0,0,24809,1536,51.5726,0.009606,0.0154,0.05169,0.902957,5.73399,0,0.528544,0.025238,0.026708,0.681196,0.71615,19169,2.4E-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-22.scen:
60.0006,2973,5943,1179384,1563557,-1,101,44,93,434,2963,0,5,0,5,4,0,11721,674,53.2768,0.006958,0.024922,0.035918,0.752048,4.6921,0.018042,0.207622,0.008386,0.178175,0.67004,0.702862,6572,2E-05,WDG+GR+GC+M+BP+DUP with AStar,input/maze-8-8/maze-8-8-random-23.scen:
60.0004,2947,5891,1161432,1536473,-1,101,44,93,409,2937,0,5,0,5,0,0,11044,713,53.4495,0.007366,0.006185,0.036268,0.701207,4.63583,0,0.201974,0.00809,0.191806,0.679872,0.69363,6456,3.2E-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-23.scen:
60.001,15826,31668,5520565,7298923,-1,94,38,62,1914,15485,0,33,0,280,27,0,58070,4836,35.4935,0.029082,0.159534,0.160743,4.21808,13.8589,0.125367,1.48434,0.056367,0.05541,2.32729,2.52343,34401,7.6E-05,WDG+GR+GC+M+BP+DUP with AStar,input/maze-8-8/maze-8-8-random-24.scen:
60.0001,16296,32558,5390009,7209037,-1,94,38,62,1909,15996,0,33,0,267,0,0,48895,4132,38.428,0.020828,0.031699,0.146924,3.84454,12.0028,0,1.23416,0.053365,0.05891,2.24986,2.32066,35453,2.3E-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-24.scen:
60.0008,8343,16682,2625156,3661143,-1,124,56,99,311,8326,0,5,0,12,0,0,17003,447,48.1557,0.033427,0.071859,0.061906,2.40997,5.95394,0.055588,0.799846,0.029312,0.611721,1.69267,1.78082,17140,2.1E-05,WDG+GR+GC+M+BP+DUP with AStar,input/maze-8-8/maze-8-8-random-25.scen:
60.0002,8642,17280,2717558,3791171,-1,124,56,99,326,8625,0,5,0,12,0,0,17711,524,48.1493,0.032542,0.014367,0.066099,2.42731,6.07095,0,0.807527,0.027131,0.640374,1.72113,1.75242,17762,1.8E-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-25.scen:
